fid,id,lat,lon,height,name,state,fid_2,BKR_Nummer,BKR_Name
1340,15911,51.1347,14.4344,279,Großpostwitz-Denkwitz Sachsen,Frei,46,108,Lößböden in den Übergangslagen (Ost) 
788,3756,52.4386,10.99,62,Oebisfelde Sachsen-Anhalt,Frei,47,109,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen 
1165,5832,53.1007,11.0455,50,Dannenberg Niedersachsen,Frei,47,109,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen 
651,3093,52.9724,11.1374,16,Lüchow Niedersachsen,Frei,47,109,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen 
896,4373,52.8568,11.1319,29,Salzwedel Sachsen-Anhalt,Frei,47,109,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen 
350,1544,52.5129,11.3942,47,Gardelegen Sachsen-Anhalt,Frei,47,109,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen 
38,181,52.8761,11.5042,30,Arendsee Sachsen-Anhalt,Frei,47,109,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen 
955,4642,52.8911,11.7297,22,Seehausen Sachsen-Anhalt,Frei,47,109,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen 
470,2252,50.8992,14.7456,271,Bertsdorf-Hörnitz Sachsen,Frei,48,111,Verwitterungsböden in den Übergangslagen (Ost) 
656,3113,50.7663,10.7201,528,Luisenthal/Ohra Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1017,5039,50.843,10.1613,236,Tiefenort Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
395,1834,50.8519,10.4665,913,Grosser Inselsberg Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1006,4966,50.8696,10.5106,415,Tabarz/Thüringer Wald Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
263,1165,51.2167,10.3167,480,Eigenrieden Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
527,2502,51.318,10.1348,447,"Heiligenstadt, Heilbad-Kalteneber Thüringen",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
611,2925,51.3932,10.3123,356,Leinefelde Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1237,6272,50.8426,10.2518,284,"Salzungen, Bad-Gräfen-Nitzendorf Thüringen",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1272,7368,51.0007,10.3621,312,Eisenach Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1358,19378,50.8333,10.5833,505,Finsterbergen Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1369,19631,50.8083,10.2294,268,Salzungen Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1376,19911,50.9625,10.0663,215,Gerstungen/Thüringen Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
120,550,50.9041,11.7985,344,Bobeck Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
554,2649,50.9138,11.8616,310,"Klosterlausnitz, Bad Thüringen",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
883,4333,50.8582,11.9789,258,Saara-Großsaara Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
223,991,50.9116,13.7087,359,Dippoldiswalde-Reinberg Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
379,1709,50.8496,13.9392,360,"Gottleuba, Bad Sachsen",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
625,2985,50.9383,14.2094,321,Lichtenhain-Mittelndorf Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
465,2225,50.9167,14.3667,385,Hinterhermsdorf Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
575,2750,50.2524,11.3209,310,Kronach Bayern,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
561,2680,50.284,10.4456,289,"Königshofen, Bad Bayern",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
196,873,50.2833,10.8,283,"Colberg, Bad Thüringen",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
195,867,50.3066,10.9679,344,Lautertal-Oberlauter Bayern,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
464,2223,50.3674,10.5687,300,Hindfeld Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
976,4752,50.3746,11.1828,626,Sonneberg-Neufang Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
801,3836,50.4538,10.2211,314,Ostheim v.d. Rhön Bayern,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
466,2226,50.4707,10.9106,668,Eisfeld-Waffenrod-Hinterrod Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
342,1493,50.4788,11.0159,793,Friedrichshöhe,Thüringen,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
918,4469,50.5071,10.762,399,Schleusingen Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
681,3231,50.5611,10.3771,450,Meiningen Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
528,2503,50.6266,10.1455,487,Kaltennordheim Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
882,4332,50.6563,11.3894,235,Saalfeld Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
500,2393,50.6805,10.9073,498,Ilmenau Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
118,526,50.6738,11.2805,254,"Blankenburg, Bad Thüringen",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
267,1188,50.7041,10.8576,518,Elgersburg Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
925,4485,50.725,10.4539,296,"Schmalkalden, Kurort Thüringen",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
673,3204,50.7335,10.8815,429,Martinroda Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
981,4806,50.7832,11.088,370,Stadtilm Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1279,7392,50.3332,10.4487,304,Aubstadt Bayern,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1292,7428,50.4167,10.8156,397,Veilsdorf Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1356,19318,50.718,10.431,292,Schmalkalden Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
398,1857,51.4934,10.6918,195,Großwechsungen Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
242,1066,51.504,10.2613,180,Duderstadt Niedersachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
889,4347,51.5909,10.5691,293,"Sachsa, Bad Niedersachsen",Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1003,4945,51.6,10.6833,314,Sülzhayn Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1112,5533,51.617,10.5843,351,Wieda,Niedersachsen,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1312,13898,51.4667,10.3,286,Wehnde Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
821,3946,50.4818,12.13,387,Plauen Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
859,4222,50.5263,12.4091,464,Rodewisch Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1263,7329,50.5467,12.2863,465,Treuen Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
915,4464,50.5679,11.8041,501,Schleiz Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
723,3419,50.5852,11.4928,557,Leutenberg-Steinsdorf Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
808,3883,50.5999,11.9966,442,Pausa-Unterreichenau Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1154,5770,50.6132,11.6472,316,Ziegenrück Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
52,222,50.5908,12.7139,393,Aue Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
387,1762,50.6249,12.1777,270,Greiz-Dölau Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1288,7419,50.661,12.0756,389,Langenwetzendorf-Göttendorf Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1159,5797,50.6879,12.4329,349,Lichtentanne Sachsen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
698,3289,50.7281,11.7838,356,Schmieritz-Weltwitz Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1306,13711,50.682,11.515,289,Krölpa-Rockendorf Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
1311,13886,50.7,11.6,250,Pößneck Thüringen,Frei,49,111,Verwitterungsböden in den Übergangslagen (Ost) 
783,3739,49.4521,12.4365,596,Oberviechtach Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
1085,5397,49.6662,12.1844,440,Weiden Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
295,1292,49.7522,11.8222,470,Eschenbach/Oberpfalz Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
979,4775,49.7858,11.8211,424,Speinshart Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
747,3571,49.8174,11.8638,452,Neustadt am Kulm-Filchendorf Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
68,320,49.9666,11.5198,350,Heinersreuth-Vollhof Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
308,1357,49.9807,11.8376,655,Fichtelberg/Oberfranken-Hüttstadl Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
786,3752,50.03,11.8074,1014,Ochsenkopf Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
1281,7394,50.0315,11.9745,622,Wunsiedel-Schönbrunn Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
116,508,50.0539,11.8149,675,Bischofsgrün,Bayern,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
583,2780,50.1003,11.4494,330,Kulmbach Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
490,2344,50.1511,11.698,582,Horlachen Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
983,4818,50.1531,11.7402,597,Stammbach-Querenbach Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
473,2261,50.3123,11.876,565,Hof Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
472,2260,50.323,11.9077,474,Hof (Stadt) Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
806,3878,48.5805,13.4152,329,Passau-Maierhof Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
381,1735,48.7894,13.629,628,Grainet-Rehberg Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
167,728,48.8171,13.2176,1016,Brotjacklriegel (UBA),Bayern,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
693,3271,48.8548,12.9189,314,Metten Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
434,2069,48.8629,13.067,648,Hausstein Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
124,570,49.0768,13.0765,648,Bodenmais-Mais,Bayern,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
469,2250,49.1279,12.8645,403,Höllenstein (Kraftwerk) Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
189,851,49.2505,12.6044,391,Pemfling-Pitzling Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
807,3879,48.5781,13.4696,409,Passau-Oberhaus Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
860,4225,49.2195,12.536,373,Roding-Wetterfeld Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
880,4327,48.8765,13.049,797,Rusel-Irlmoos Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
892,4354,48.7832,13.3146,457,Saldenburg-Entschenreuth Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
937,4559,49.1644,12.6175,398,Schorndorf-Knöbling Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
1160,5800,49.028,13.2385,615,Zwiesel Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
1161,5802,49.0007,13.2137,615,Zwieselberg Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
1268,7350,49.1088,12.8231,585,Prackenbach-Neuhäusl Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
1338,15801,48.8257,13.5922,718,Hinterschmiding-Sonndorf Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
1350,19087,48.8049,13.5528,645,Freyung vorm Wald Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
1014,5017,50.4002,11.3888,633,Teuschnitz Bayern,Frei,51,112,Verwitterungsböden in den Höhenlagen (östliches Bayern) 
348,1522,49.4811,10.964,313,Fürth/Bayern (A) Bayern,Frei,52,113,Nordwestbayern-Franken 
671,3181,49.4875,10.6277,360,Markt Erlbach-Hagenhofen Bayern,Frei,52,113,Nordwestbayern-Franken 
769,3666,49.5008,11.107,335,Nürnberg-Buchenbuehl Bayern,Frei,52,113,Nordwestbayern-Franken 
771,3668,49.503,11.0549,314,Nürnberg Bayern,Frei,52,113,Nordwestbayern-Franken 
147,652,49.5353,10.7706,384,Hagenbüchach Bayern,Frei,52,113,Nordwestbayern-Franken 
21,126,49.5447,10.2213,330,Uffenheim (Schulstr.) Bayern,Frei,52,113,Nordwestbayern-Franken 
293,1281,49.5653,10.9729,284,Erlangen-Frauenaurach,Bayern,52,113,Nordwestbayern-Franken 
746,3565,49.5728,10.6001,315,Neustadt/Aisch Bayern,Frei,52,113,Nordwestbayern-Franken 
292,1280,49.5692,10.9929,280,Erlangen-Bruck Bayern,Frei,52,113,Nordwestbayern-Franken 
291,1279,49.6497,11.0075,268,Möhrendorf-Kleinseebach Bayern,Frei,52,113,Nordwestbayern-Franken 
545,2600,49.7363,10.1781,193,Kitzingen Bayern,Frei,52,113,Nordwestbayern-Franken 
255,1107,49.852,10.4991,346,Ebrach Bayern,Frei,52,113,Nordwestbayern-Franken 
60,282,49.8743,10.9206,240,Bamberg Bayern,Frei,52,113,Nordwestbayern-Franken 
62,284,49.88,10.88,282,Bamberg (Sternwarte) Bayern,Frei,52,113,Nordwestbayern-Franken 
61,283,49.8808,10.8695,382,Bamberg-Altenburg Bayern,Frei,52,113,Nordwestbayern-Franken 
1046,5149,49.5679,10.1969,318,Gollhofen Bayern,Frei,52,113,Nordwestbayern-Franken 
1051,5185,49.5933,11.0704,291,Uttenreuth Bayern,Frei,52,113,Nordwestbayern-Franken 
1087,5403,49.59,10.2588,309,Weigenheim-Reusch Bayern,Frei,52,113,Nordwestbayern-Franken 
1244,6312,49.5314,10.6418,362,Markt Erlbach-Mosbach Bayern,Frei,52,113,Nordwestbayern-Franken 
1326,15122,49.52,10.2854,380,Ergersheim-Neuherberg Bayern,Frei,52,113,Nordwestbayern-Franken 
1368,19617,49.7391,10.6039,310,Burghaslach Bayern,Frei,52,113,Nordwestbayern-Franken 
172,755,49.5182,9.3213,340,"Buchen, Kr. Neckar-Odenwald Baden-Württemberg",Frei,52,113,Nordwestbayern-Franken 
600,2879,49.5781,9.7142,199,Lauda-Königshofen-Gerlachsheim Baden-Württemberg,Frei,52,113,Nordwestbayern-Franken 
115,502,49.8643,9.5044,371,Bischbrunn-Oberndorf Bayern,Frei,52,113,Nordwestbayern-Franken 
154,685,49.9017,9.4281,585,Breitsol Bayern,Frei,52,113,Nordwestbayern-Franken 
690,3257,49.4797,9.7832,278,"Mergentheim, Bad Baden-Württemberg",Frei,52,113,Nordwestbayern-Franken 
1009,4987,49.6122,9.6747,179,Tauberbischofsheim-Dittigheim Baden-Württemberg,Frei,52,113,Nordwestbayern-Franken 
1016,5032,49.885,9.8469,197,Thüngersheim Bayern,Frei,52,113,Nordwestbayern-Franken 
1076,5327,49.5789,9.3974,404,Walldürn Baden-Württemberg,Frei,52,113,Nordwestbayern-Franken 
1108,5498,49.7667,9.5428,140,Wertheim-Eichel Baden-Württemberg,Frei,52,113,Nordwestbayern-Franken 
1142,5703,49.7964,9.8949,170,Würzburg/Main Bayern,Frei,52,113,Nordwestbayern-Franken 
1143,5705,49.7704,9.9576,268,Würzburg Bayern,Frei,52,113,Nordwestbayern-Franken 
1144,5707,49.7995,9.928,175,Würzburg (Physikalisches-Institut) Bayern,Frei,52,113,Nordwestbayern-Franken 
1256,7187,49.7636,9.4063,194,Freudenberg/Main-Boxtal Baden-Württemberg,Frei,52,113,Nordwestbayern-Franken 
140,635,49.45,9.6333,378,Boxberg-Seehof (West),Baden-Württemberg,52,113,Nordwestbayern-Franken 
139,634,49.4442,9.6458,373,Boxberg-Seehof,Baden-Württemberg,52,113,Nordwestbayern-Franken 
141,636,49.45,9.65,373,Boxberg-Seehof (Wind-3m),Baden-Württemberg,52,113,Nordwestbayern-Franken 
755,3603,49.3895,9.9666,459,Niederstetten Baden-Württemberg,Frei,52,113,Nordwestbayern-Franken 
871,4287,49.3849,10.1732,415,Rothenburg ob der Tauber Bayern,Frei,52,113,Nordwestbayern-Franken 
317,1403,50.0616,9.455,260,Frammersbach Bayern,Frei,52,113,Nordwestbayern-Franken 
643,3056,50.0103,9.61,161,Lohr/Main-Steinbach Bayern,Frei,52,113,Nordwestbayern-Franken 
1246,6336,50.0132,9.654,288,Lohr/Main-Halsbach Bayern,Frei,52,113,Nordwestbayern-Franken 
1286,7412,50.0083,9.4238,340,Neuhütten/Spessart Bayern,Frei,52,113,Nordwestbayern-Franken 
43,191,49.9694,9.9114,217,Arnstein-Müdesheim Bayern,Frei,52,113,Nordwestbayern-Franken 
912,4438,49.975,11.0395,317,Scheßlitz Bayern,Frei,52,113,Nordwestbayern-Franken 
433,2055,50.0493,10.4947,292,Haßfurt Bayern,Frei,52,113,Nordwestbayern-Franken 
952,4621,50.0575,10.216,240,Schweinfurt-Gartenstadt Bayern,Frei,52,113,Nordwestbayern-Franken 
475,2268,50.1351,10.5156,265,Hofheim Bayern,Frei,52,113,Nordwestbayern-Franken 
544,2597,50.224,10.0792,282,"Kissingen, Bad Bayern",Frei,52,113,Nordwestbayern-Franken 
1106,5488,49.9622,10.0482,216,"Mühlhausen, Kr. Schweinfurt Bayern",Frei,52,113,Nordwestbayern-Franken 
1250,6347,50.0579,10.2972,305,Schonungen-Mainberg Bayern,Frei,52,113,Nordwestbayern-Franken 
35,175,49.2964,10.5751,413,Ansbach Bayern,Frei,52,113,Nordwestbayern-Franken 
37,177,49.3158,10.5815,418,Ansbach-Hennenbach Bayern,Frei,52,113,Nordwestbayern-Franken 
218,970,49.4158,10.6734,405,Dietenhofen Bayern,Frei,52,113,Nordwestbayern-Franken 
940,4576,49.3261,11.012,343,Schwabach (A) Bayern,Frei,52,113,Nordwestbayern-Franken 
768,3661,49.45,11.0667,307,Nürnberg (Hochhaus) Bayern,Frei,52,113,Nordwestbayern-Franken 
868,4278,49.2511,11.0934,340,Roth bei Nürnberg Bayern,Frei,52,113,Nordwestbayern-Franken 
870,4280,49.2162,11.1035,386,Roth Bayern,Frei,52,113,Nordwestbayern-Franken 
770,3667,49.4258,11.2539,369,Nürnberg-Netzstall Bayern,Frei,52,113,Nordwestbayern-Franken 
380,1721,49.664,11.2239,506,Gräfenberg-Kasberg Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
376,1689,49.7656,11.3062,441,Gößweinstein Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
581,2773,49.4283,11.9016,416,Kümmersbruck Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
27,151,49.4691,11.8546,382,Amberg-Unterammersricht Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
825,3975,49.4777,11.5357,522,Pommelsbrunn-Mittelburg Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
824,3974,49.5058,11.5142,368,Pommelsbrunn Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1373,19794,49.4415,11.8529,370,Amberg (Mariahilfberg) Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
521,2485,48.917,9.6871,489,Kaisersbach-Cronhütte Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
403,1875,48.9354,9.7364,492,"Gschwend, Kr. Ostalb Baden-Württemberg",Frei,53,114,Albflächen und Ostbayerisches Hügelland 
542,2575,49.1804,9.98,432,Kirchberg/Jagst-Herboldshausen Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
200,881,49.0985,10.0979,423,Crailsheim-Alexandersreut Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
989,4880,49.0878,10.124,450,Stimpfach-Weipertshofen Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
268,1197,48.9895,10.1312,463,Ellwangen-Rindelbach Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
440,2088,48.6849,10.142,522,Heidenheim/Brenz Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
756,3605,48.5334,10.2427,451,Niederstotzingen Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1133,5654,49.2178,10.2296,464,Wörnitz-Bottenweiler Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1181,5971,48.8787,9.6342,510,Welzheim (A) Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1265,7331,48.6099,10.2674,467,Hermaringen-Allewind Baden-Württemberg,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1273,7369,49.1623,10.3661,475,Feuchtwangen-Heilbronn Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
397,1849,48.8126,11.5728,408,Großmehring-Theißing Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
566,2700,48.8302,11.4872,416,Kösching Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
805,3875,49.151,11.6897,549,Parsberg/Oberpfalz-Eglwang Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
739,3534,49.2713,11.4881,584,Neumarkt-Höhenberg Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
946,4592,49.3278,12.0871,356,Schwandorf Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1241,6304,49.3533,11.5053,550,Pilsach-Litzlohe Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1341,15926,49.341,12.133,370,Fronberg (Schwandorf) Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
310,1359,50.0242,11.2219,705,Fichtelberg/Ofr Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
982,4813,50.0806,11.0467,318,"Staffelstein, Bad-Stublang Bayern",Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1097,5434,50.0858,11.2364,317,Weismain Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
758,3621,48.8253,10.5067,435,Reimlingen Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
36,176,49.2475,10.5826,481,Ansbach-Claffheim,Bayern,53,114,Albflächen und Ostbayerisches Hügelland 
428,2023,48.7918,10.7062,501,Harburg Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
408,1902,49.1273,10.7448,413,Gunzenhausen/Altmühlsee,Bayern,53,114,Albflächen und Ostbayerisches Hügelland 
523,2488,48.7701,10.7876,516,Kaisheim-Neuhof Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
815,3922,49.1162,10.8596,438,Pfofeld-Langlau Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
261,1161,48.8778,11.2349,385,Eichstätt-Landershofen Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
337,1473,49.1869,11.308,414,Freystadt-Michelbach Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
126,578,48.9451,11.3667,379,Böhming Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
81,365,49.3311,11.4303,421,Berg/Oberpfalz Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
359,1587,48.9481,11.4289,536,Gelbelsee Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1086,5398,49.1965,10.6487,425,"Weidenbach, Kr.Ansbach Bayern",Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1098,5440,49.0115,10.9308,439,Weißenburg-Emetzheim Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1186,6096,49.1423,10.7301,416,Altmühlsee Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1203,6158,49.2249,10.6085,454,Weidenbach-Weiherschneidbach Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1219,6219,48.8768,11.1043,394,Dollnstein-Breitenfurt Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
1260,7319,48.7374,10.7393,435,Donauwörth-Osterweiler Bayern,Frei,53,114,Albflächen und Ostbayerisches Hügelland 
59,273,47.8413,9.6606,467,Baindt Baden-Württemberg,Frei,56,115,Tertiär-Hügelland Donau-Süd 
1255,7135,47.9655,9.6804,565,Aulendorf-Haslach Baden-Württemberg,Frei,56,115,Tertiär-Hügelland Donau-Süd 
1074,5319,47.9167,9.7076,576,"Waldsee, Bad-Reute Baden-Württemberg",Frei,56,115,Tertiär-Hügelland Donau-Süd 
113,474,48.1252,9.7639,599,Warthausen-Birkenhard Baden-Württemberg,Frei,56,115,Tertiär-Hügelland Donau-Süd 
910,4433,48.1994,9.77,519,Schemmerhofen-Ingerkingen Baden-Württemberg,Frei,56,115,Tertiär-Hügelland Donau-Süd 
785,3751,48.0449,9.8822,626,Ochsenhausen-Mittelbuch Baden-Württemberg,Frei,56,115,Tertiär-Hügelland Donau-Süd 
601,2886,48.2175,9.9097,539,Laupheim Baden-Württemberg,Frei,56,115,Tertiär-Hügelland Donau-Süd 
135,606,48.079,10.1977,571,Boos Bayern,Frei,56,115,Tertiär-Hügelland Donau-Süd 
685,3245,47.9833,10.2333,630,Memmingen (Flugplatz) Bayern,Frei,56,115,Tertiär-Hügelland Donau-Süd 
729,3485,48.3114,10.3773,487,Neuburg/Kammel-Langenhaslach Bayern,Frei,56,115,Tertiär-Hügelland Donau-Süd 
579,2761,48.251,10.4163,520,Krumbach-Edenhausen Bayern,Frei,56,115,Tertiär-Hügelland Donau-Süd 
718,3385,48.166,11.5011,515,München-Nymphenburg Bayern,Frei,56,115,Tertiär-Hügelland Donau-Süd 
717,3383,48.1635,11.5019,515,München-Botanischer Garten Bayern,Frei,56,115,Tertiär-Hügelland Donau-Süd 
