fid,id,lat,lon,height,name,state,fid_2,id_2,lat_2,lon_2,height_2,name_2,state_2,id_3,OBJID,BEGINN,GF,NUTS_LEVEL,NUTS_CODE,NUTS_NAME
235,591,53.3911,10.6878,45,Boizenburg Mecklenburg-Vorpommern,Frei,128,591,53.3911,10.6878,45,Boizenburg Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
236,4625,53.6424,11.3871,59,Schwerin Mecklenburg-Vorpommern,Frei,953,4625,53.6424,11.3871,59,Schwerin Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
237,3478,53.5468,13.1914,81,Neubrandenburg Mecklenburg-Vorpommern,Frei,727,3478,53.5468,13.1914,81,Neubrandenburg Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
238,1694,53.6058,12.1034,59,Goldberg Mecklenburg-Vorpommern,Frei,378,1694,53.6058,12.1034,59,Goldberg Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
239,129,53.6893,13.242,30,Altentreptow Mecklenburg-Vorpommern,Frei,22,129,53.6893,13.242,30,Altentreptow Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
240,5009,53.761,12.5574,37,Teterow Mecklenburg-Vorpommern,Frei,1012,5009,53.761,12.5574,37,Teterow Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
241,167,53.8409,13.6854,11,Anklam Mecklenburg-Vorpommern,Frei,31,167,53.8409,13.6854,11,Anklam Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
242,288,53.8409,13.7549,3,Bargischow-Gnevezin Mecklenburg-Vorpommern,Frei,63,288,53.8409,13.7549,3,Bargischow-Gnevezin Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
243,2796,53.9156,12.279,40,Laage-Kronskamp Mecklenburg-Vorpommern,Frei,587,2796,53.9156,12.279,40,Laage-Kronskamp Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
244,1803,54.0714,12.3238,35,Sanitz-Groß Lüsewitz Mecklenburg-Vorpommern,Frei,390,1803,54.0714,12.3238,35,Sanitz-Groß Lüsewitz Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
245,5097,54.0654,12.7655,10,Tribsees Mecklenburg-Vorpommern,Frei,1032,5097,54.0654,12.7655,10,Tribsees Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
246,1757,54.0967,13.4056,2,Greifswald Mecklenburg-Vorpommern,Frei,384,1757,54.0967,13.4056,2,Greifswald Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
247,1758,54.1,13.45,2,Greifswald-Wieck Mecklenburg-Vorpommern,Frei,385,1758,54.1,13.45,2,Greifswald-Wieck Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
248,4271,54.1803,12.0808,5,Rostock-Warnemünde Mecklenburg-Vorpommern,Frei,866,4271,54.1803,12.0808,5,Rostock-Warnemünde Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
249,1759,54.2437,13.9104,11,Greifswalder Oie Mecklenburg-Vorpommern,Frei,386,1759,54.2437,13.9104,11,Greifswalder Oie Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
250,298,54.3405,12.7108,3,Barth Mecklenburg-Vorpommern,Frei,65,298,54.3405,12.7108,3,Barth Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
251,4024,54.3643,13.4771,40,Putbus Mecklenburg-Vorpommern,Frei,830,4024,54.3643,13.4771,40,Putbus Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
252,5088,54.5337,13.246,3,Trent Mecklenburg-Vorpommern,Frei,1029,5088,54.5337,13.246,3,Trent Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
253,2201,54.575,13.1044,1,Hiddensee-Vitte Mecklenburg-Vorpommern,Frei,459,2201,54.575,13.1044,1,Hiddensee-Vitte Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
254,183,54.6791,13.4344,42,Arkona Mecklenburg-Vorpommern,Frei,39,183,54.6791,13.4344,42,Arkona Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
255,5109,53.5998,13.3039,68,Trollenhagen Mecklenburg-Vorpommern,Frei,1037,5109,53.5998,13.3039,68,Trollenhagen Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
256,5142,53.7445,14.0698,1,Ueckermünde Mecklenburg-Vorpommern,Frei,1044,5142,53.7445,14.0698,1,Ueckermünde Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
257,5349,53.5196,12.6654,73,Waren (Müritz) Mecklenburg-Vorpommern,Frei,1080,5349,53.5196,12.6654,73,Waren (Müritz) Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
258,5663,53.4618,13.6099,118,Woldegk Mecklenburg-Vorpommern,Frei,1134,5663,53.4618,13.6099,118,Woldegk Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
259,6110,53.8545,13.4949,11,Medow-Wussentin Mecklenburg-Vorpommern,Frei,1198,6110,53.8545,13.4949,11,Medow-Wussentin Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
260,6199,54.2484,13.0419,16,Steinhagen-Negast Mecklenburg-Vorpommern,Frei,1216,6199,54.2484,13.0419,16,Steinhagen-Negast Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
261,19207,53.8178,12.0645,16,Gülzow-Prüzen Mecklenburg-Vorpommern,Frei,1353,19207,53.8178,12.0645,16,Gülzow-Prüzen Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
262,3640,52.4123,7.064,25,Nordhorn-Blanke Niedersachsen,Frei,762,3640,52.4123,7.064,25,Nordhorn-Blanke Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
263,3631,53.7123,7.1519,12,Norderney Niedersachsen,Frei,760,3631,53.7123,7.1519,12,Norderney Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
264,1219,53.3449,7.1909,5,Emden-Nesserland Niedersachsen,Frei,274,1219,53.3449,7.1909,5,Emden-Nesserland Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
265,3023,52.5181,7.3081,22,Lingen Niedersachsen,Frei,634,3023,52.5181,7.3081,22,Lingen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
266,3254,52.7155,7.3176,19,Meppen Niedersachsen,Frei,688,3254,52.7155,7.3176,19,Meppen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
267,1299,53.6476,7.6085,3,Esens Niedersachsen,Frei,297,1299,53.6476,7.6085,3,Esens Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
268,2456,53.5322,7.8806,7,Jever Niedersachsen,Frei,512,2456,53.5322,7.8806,7,Jever Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
269,78,52.4853,7.9125,64,Alfhausen Niedersachsen,Frei,11,78,52.4853,7.9125,64,Alfhausen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
270,1503,53.0643,7.902,6,Friesoythe-Altenoythe Niedersachsen,Frei,343,1503,53.0643,7.902,6,Friesoythe-Altenoythe Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
271,3815,52.2553,8.0534,95,Osnabrück Niedersachsen,Frei,797,3815,52.2553,8.0534,95,Osnabrück Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
272,342,52.317,8.1694,103,Belm Niedersachsen,Frei,75,342,52.317,8.1694,103,Belm Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
273,3791,53.1763,8.1824,11,Oldenburg Niedersachsen,Frei,795,3791,53.1763,8.1824,11,Oldenburg Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
274,44,52.9336,8.237,44,Großenkneten Niedersachsen,Frei,4,44,52.9336,8.237,44,Großenkneten Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
275,3790,53.1018,8.2516,5,Oldenburg (A) Niedersachsen,Frei,794,3790,53.1018,8.2516,5,Oldenburg (A) Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
276,963,52.5881,8.3424,38,Diepholz Niedersachsen,Frei,215,963,52.5881,8.3424,38,Diepholz Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
277,643,53.296,8.4529,0,Brake-Süderfeld Niedersachsen,Frei,143,643,53.296,8.4529,0,Brake-Süderfeld Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
278,642,53.3518,8.4969,4,Brake Niedersachsen,Frei,142,642,53.3518,8.4969,4,Brake Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
279,769,52.2817,9.089,68,Bückeburg Niedersachsen,Frei,176,769,52.2817,9.089,68,Bückeburg Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
280,704,53.4451,9.139,11,Bremervörde Niedersachsen,Frei,160,704,53.4451,9.139,11,Bremervörde Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
281,703,53.4779,9.1553,5,Bremervörde (A) Niedersachsen,Frei,159,703,53.4779,9.1553,5,Bremervörde (A) Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
282,705,53.5312,9.1664,5,Bremervörde-Niederochtenhausen Niedersachsen,Frei,161,705,53.5312,9.1664,5,Bremervörde-Niederochtenhausen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
283,3612,52.6711,9.2229,25,Nienburg Niedersachsen,Frei,757,3612,52.6711,9.2229,25,Nienburg Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
284,4275,53.1289,9.3398,32,Rotenburg (Wümme) Niedersachsen,Frei,867,4275,53.1289,9.3398,32,Rotenburg (Wümme) Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
285,5640,53.5444,7.6625,7,Wittmundhafen Niedersachsen,Frei,1129,5640,53.5444,7.6625,7,Wittmundhafen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
286,5715,52.4626,9.4245,49,Wunstorf Niedersachsen,Frei,1145,5715,52.4626,9.4245,49,Wunstorf Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
287,5839,53.3881,7.2287,0,Emden Niedersachsen,Frei,1166,5839,53.3881,7.2287,0,Emden Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
288,6159,52.9542,7.3197,8,Dörpen Niedersachsen,Frei,1204,6159,52.9542,7.3197,8,Dörpen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
289,13675,52.0818,9.4077,75,Hameln-Hastenbeck Niedersachsen,Frei,1299,13675,52.0818,9.4077,75,Hameln-Hastenbeck Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
290,15813,52.5126,7.4131,40,Lingen-Baccum Niedersachsen,Frei,1339,15813,52.5126,7.4131,40,Lingen-Baccum Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
291,3348,51.7209,9.8351,241,Moringen-Lutterbeck Niedersachsen,Frei,708,3348,51.7209,9.8351,241,Moringen-Lutterbeck Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
292,1172,51.8189,9.8871,123,Einbeck Niedersachsen,Frei,265,1172,51.8189,9.8871,123,Einbeck Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
293,1691,51.5002,9.9507,167,Göttingen Niedersachsen,Frei,377,1691,51.5002,9.9507,167,Göttingen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
294,4651,51.904,10.1885,189,Seesen Niedersachsen,Frei,957,4651,51.904,10.1885,189,Seesen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
295,2174,51.6255,10.3695,236,Herzberg Niedersachsen,Frei,458,2174,51.6255,10.3695,236,Herzberg Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
296,7367,51.9643,9.8072,144,Alfeld Niedersachsen,Frei,1271,7367,51.9643,9.8072,144,Alfeld Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
297,1451,53.8277,9.2493,2,Freiburg/Elbe Niedersachsen,Frei,334,1451,53.8277,9.2493,2,Freiburg/Elbe Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
298,891,53.8712,8.7058,5,Cuxhaven Niedersachsen,Frei,202,891,53.8712,8.7058,5,Cuxhaven Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
299,3639,53.7647,8.6584,24,Nordholz-Wanhöden Niedersachsen,Frei,761,3639,53.7647,8.6584,24,Nordholz-Wanhöden Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
300,656,51.7234,10.6021,607,Braunlage Niedersachsen,Frei,148,656,51.7234,10.6021,607,Braunlage Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
301,2014,52.4644,9.6779,55,Hannover Niedersachsen,Frei,427,2014,52.4644,9.6779,55,Hannover Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
302,4745,52.9604,9.793,75,Soltau Niedersachsen,Frei,974,4745,52.9604,9.793,75,Soltau Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
303,368,52.8152,9.9248,69,Bergen Niedersachsen,Frei,82,368,52.8152,9.9248,69,Bergen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
304,760,53.3629,9.9435,83,Rosengarten-Klecken Niedersachsen,Frei,174,760,53.3629,9.9435,83,Rosengarten-Klecken Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
305,850,52.5959,10.0296,39,Celle Niedersachsen,Frei,188,850,52.5959,10.0296,39,Celle Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
306,1339,52.9157,10.1885,74,Faßberg Niedersachsen,Frei,303,1339,52.9157,10.1885,74,Faßberg Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
307,3103,53.2657,10.424,11,Lüneburg Niedersachsen,Frei,655,3103,53.2657,10.424,11,Lüneburg Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
308,662,52.2915,10.4464,81,Braunschweig Niedersachsen,Frei,152,662,52.2915,10.4464,81,Braunschweig Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
309,3093,52.9724,11.1374,16,Lüchow Niedersachsen,Frei,651,3093,52.9724,11.1374,16,Lüchow Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
310,5146,52.9414,10.5289,50,Uelzen Niedersachsen,Frei,1045,5146,52.9414,10.5289,50,Uelzen Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
311,6093,53.2139,10.4704,62,Wendisch Evern Niedersachsen,Frei,1184,6093,53.2139,10.4704,62,Wendisch Evern Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
312,7432,52.6423,10.6628,71,Wittingen-Vorhop Niedersachsen,Frei,1294,7432,52.6423,10.6628,71,Wittingen-Vorhop Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
313,13776,52.1789,9.9524,85,Hildesheim-Drispenstedt Niedersachsen,Frei,1308,13776,52.1789,9.9524,85,Hildesheim-Drispenstedt Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
314,13777,52.2467,10.9592,109,Helmstedt-Emmerstedt Niedersachsen,Frei,1309,13777,52.2467,10.9592,109,Helmstedt-Emmerstedt Niedersachsen,Frei,9,DEBKGNU2000000DE,2025/01/04 00:00:00,4,1,DE9,Niedersachsen
315,2497,50.5014,6.5264,505,Kall-Sistig Nordrhein-Westfalen,Frei,526,2497,50.5014,6.5264,505,Kall-Sistig Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
316,599,50.7055,7.1467,62,Bonn-Friesdorf Nordrhein-Westfalen,Frei,133,599,50.7055,7.1467,62,Bonn-Friesdorf Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
317,603,50.7293,7.204,147,Königswinter-Heiderhof Nordrhein-Westfalen,Frei,134,603,50.7293,7.204,147,Königswinter-Heiderhof Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
318,4174,52.2887,7.3866,40,Rheine-Bentlage Nordrhein-Westfalen,Frei,855,4174,52.2887,7.3866,40,Rheine-Bentlage Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
319,4063,52.4461,8.5906,41,Rahden-Kleinendorf Nordrhein-Westfalen,Frei,837,4063,52.4461,8.5906,41,Rahden-Kleinendorf Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
320,2147,52.1264,8.6865,77,Herford Nordrhein-Westfalen,Frei,449,2147,52.1264,8.6865,77,Herford Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
321,4371,52.1042,8.7521,135,"Salzuflen, Bad Nordrhein-Westfalen",Frei,895,4371,52.1042,8.7521,135,"Salzuflen, Bad Nordrhein-Westfalen",Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
322,7106,52.0714,8.4565,105,Bielefeld-Deppendorf Nordrhein-Westfalen,Frei,1254,7106,52.0714,8.4565,105,Bielefeld-Deppendorf Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
323,3031,51.6336,8.3945,92,Lippstadt-Bökenförde Nordrhein-Westfalen,Frei,636,3031,51.6336,8.3945,92,Lippstadt-Bökenförde Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
324,2483,51.1803,8.4891,839,Kahler Asten Nordrhein-Westfalen,Frei,520,2483,51.1803,8.4891,839,Kahler Asten Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
325,3028,51.7854,8.8388,157,"Lippspringe, Bad Nordrhein-Westfalen",Frei,635,3028,51.7854,8.8388,157,"Lippspringe, Bad Nordrhein-Westfalen",Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
326,5347,51.5039,9.1118,236,Warburg Nordrhein-Westfalen,Frei,1079,5347,51.5039,9.1118,236,Warburg Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
327,6197,51.8664,9.271,258,Lügde-Paenbruch Nordrhein-Westfalen,Frei,1215,6197,51.8664,9.271,258,Lügde-Paenbruch Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
328,3,50.7827,6.0941,202,Aachen Nordrhein-Westfalen,Frei,2,3,50.7827,6.0941,202,Aachen Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
329,3623,50.8294,6.6601,108,Nörvenich-Niederbolheim Nordrhein-Westfalen,Frei,759,3623,50.8294,6.6601,108,Nörvenich-Niederbolheim Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
330,3540,50.8446,7.372,195,Neunkirchen-Seelscheid-Krawinkel Nordrhein-Westfalen,Frei,741,3540,50.8446,7.372,195,Neunkirchen-Seelscheid-Krawinkel Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
331,2667,50.8645,7.1575,91,Köln/Bonn Nordrhein-Westfalen,Frei,560,2667,50.8645,7.1575,91,Köln/Bonn Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
332,1572,50.9593,6.0392,80,Geilenkirchen-Neutevern Nordrhein-Westfalen,Frei,354,1572,50.9593,6.0392,80,Geilenkirchen-Neutevern Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
333,4127,50.9906,7.6958,347,Reichshof-Eckenhagen Nordrhein-Westfalen,Frei,846,4127,50.9906,7.6958,347,Reichshof-Eckenhagen Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
334,1238,50.9884,7.425,144,Engelskirchen Nordrhein-Westfalen,Frei,279,1238,50.9884,7.425,144,Engelskirchen Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
335,2947,51.1333,8.0348,286,Lennestadt-Theten Nordrhein-Westfalen,Frei,616,2947,51.1333,8.0348,286,Lennestadt-Theten Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
336,3096,51.2131,7.6359,444,Lüdenscheid (Zeppelin-Gymnasium) Nordrhein-Westfalen,Frei,652,3096,51.2131,7.6359,444,Lüdenscheid (Zeppelin-Gymnasium) Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
337,3098,51.2452,7.6425,387,Lüdenscheid Nordrhein-Westfalen,Frei,653,3098,51.2452,7.6425,387,Lüdenscheid Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
338,1078,51.296,6.7686,37,Düsseldorf Nordrhein-Westfalen,Frei,247,1078,51.296,6.7686,37,Düsseldorf Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
339,1303,51.4041,6.9677,150,Essen-Bredeney Nordrhein-Westfalen,Frei,299,1303,51.4041,6.9677,150,Essen-Bredeney Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
340,555,51.5026,7.2289,110,Bochum Nordrhein-Westfalen,Frei,123,555,51.5026,7.2289,110,Bochum Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
341,1590,51.4942,6.2463,37,Geldern-Walbeck Nordrhein-Westfalen,Frei,360,1590,51.4942,6.2463,37,Geldern-Walbeck Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
342,2173,51.589,7.1548,60,Herten Nordrhein-Westfalen,Frei,457,2173,51.589,7.1548,60,Herten Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
343,326,51.7204,8.0577,120,Beckum-Unterberg Nordrhein-Westfalen,Frei,70,326,51.7204,8.0577,120,Beckum-Unterberg Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
344,2494,51.7329,6.2688,31,Kalkar Nordrhein-Westfalen,Frei,525,2494,51.7329,6.2688,31,Kalkar Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
