"Year","named_location","group","State","lat","lon","n_site_yr","spread_flower_site_yr","pseudoR2_gau","badfit_gau","beta0_gau","beta1_gau","beta2_gau","AIC_gau","R2_lm","beta0_lm","beta1_lm","beta1_lm_sig","AIC_lm","preferred_mod","mod_for_cens","higher_R2","AIC_delta","n_predictors","site_yr","decade","subset"
2002,"Ipswich_11","Edmunds_SD","SD",45.4444,-99.0293,44,11,0.2443,"TRUE",223.66715178,-2.07679954,0.00498409,590.9806,0.1225,3.6256,0.0178,0.0176,595.5563,"gaussian","exclude","gaussian",-4.57569999999998,2,"2002_Ipswich_11","4","all_countyloc"
2004,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,22,6,0.0754,"FALSE",-107.85624896,0.95725701,-0.00198595,313.0943,0.0749,1.9864,0.0231,0.2228,311.1048,"linear","gauss","gaussian",1.98949999999996,2,"2004_Hays_ARC","4","all_countyloc"
2009,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,33,7,0.0305,"FALSE",-361.97798047,3.33055851,-0.00750294,504.6313,0.0226,13.059,-0.0244,0.41,502.9008,"linear","gauss","gaussian",1.73050000000001,2,"2009_Hays_ARC","4","all_countyloc"
2010,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,20,6,0.0652,"FALSE",-1890.06303502,17.03365984,-0.03824312,268.2006,0.0091,2.8928,0.0165,0.6997,267.3665,"linear","gauss","gaussian",0.834100000000035,2,"2010_Hays_ARC","5","all_countyloc"
2013,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,23,9,0.0842,"FALSE",-509.78447251,4.34915986,-0.00916807,298.6769,0.0756,19.122,-0.0551,0.2308,296.8924,"linear","gauss","gaussian",1.78449999999998,2,"2013_Hays_ARC","5","all_countyloc"
2017,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,21,8,0.1599,"FALSE",-1715.79681868,14.96612653,-0.03250023,314.3007,0.0535,-2.6436,0.0422,0.3424,314.8064,"gaussian","gauss","gaussian",-0.50569999999999,2,"2017_Hays_ARC","5","all_countyloc"
1987,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,38,10,0.1495,"TRUE",62.77006464,-0.48285944,0.00104834,531.8758,0.1483,-0.1031,0.0306,0.0137,529.9301,"linear","linear","gaussian",1.94569999999999,2,"1987_Hays_ARC","2","all_countyloc"
1988,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,29,10,0.1481,"TRUE",111.32281527,-0.89299086,0.00191157,422.5039,0.1454,-2.9354,0.0418,0.0318,420.5958,"linear","linear","gaussian",1.90809999999999,2,"1988_Hays_ARC","2","all_countyloc"
1992,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,39,10,0.0135,"FALSE",-42.08396433,0.42054616,-0.00088933,548.523,0.0118,5.8946,0.0074,0.5075,546.5873,"linear","gauss","gaussian",1.9357,2,"1992_Hays_ARC","3","all_countyloc"
1993,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,42,8,0.1273,"TRUE",729.91993213,-6.17226123,0.01318451,600.0412,0.0026,6.4885,0.0047,0.7399,603.6539,"gaussian","exclude","gaussian",-3.61270000000002,2,"1993_Hays_ARC","3","all_countyloc"
1994,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,39,7,0.1833,"TRUE",515.70827108,-4.34478153,0.00928081,531.2284,0.1611,-2.5276,0.0415,0.0105,530.2765,"linear","linear","gaussian",0.95189999999991,2,"1994_Hays_ARC","3","all_countyloc"
1995,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,41,10,0.1675,"TRUE",125.96694112,-1.04564233,0.00229224,536.0343,0.1629,-1.7786,0.0367,0.0077,534.26,"linear","linear","gaussian",1.77430000000004,2,"1995_Hays_ARC","3","all_countyloc"
1996,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,40,7,0.3047,"TRUE",254.54519989,-2.16907291,0.00476401,591.5758,0.2999,-6.3887,0.0609,3e-04,589.8492,"linear","linear","gaussian",1.72659999999996,2,"1996_Hays_ARC","3","all_countyloc"
2005,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,18,8,0.0352,"TRUE",167.53996547,-1.36614581,0.00290762,234.272,0.0254,9.5986,-0.0108,0.5248,232.454,"linear","exclude","gaussian",1.81799999999998,2,"2005_Hays_ARC","4","all_countyloc"
2007,"Hays_ARC","Ellis_KS","KS",38.8584,-99.3342,25,5,0.1468,"FALSE",-3034.25738613,28.0724979,-0.06479415,315.2415,0.0108,1.8762,0.0204,0.64,316.9396,"gaussian","gauss","gaussian",-1.69810000000001,2,"2007_Hays_ARC","4","all_countyloc"
2010,"Bardwell_Beakley","Ellis_TX","TX",32.269,-96.6961,13,5,0.4668,"TRUE",1365.37163596,-16.3169912,0.04900784,177.7468,0.2732,18.4775,-0.0674,0.0612,179.7754,"gaussian","exclude","gaussian",-2.02859999999998,2,"2010_Bardwell_Beakley","5","all_countyloc"
2011,"Bardwell_Beakley","Ellis_TX","TX",32.269,-96.6961,11,14,0.8676,"FALSE",-32.61489657,0.55767386,-0.0019311,133.5603,0.7947,11.5741,-0.0268,2e-04,136.3804,"gaussian","gauss","gaussian",-2.8201,2,"2011_Bardwell_Beakley","5","all_countyloc"
2012,"Bardwell_1","Ellis_TX","TX",32.269,-96.6961,17,8,0.3343,"FALSE",-56.34588637,0.92660601,-0.00334508,238.8011,0.3201,12.2116,-0.0313,0.019,237.1587,"linear","gauss","gaussian",1.64239999999998,2,"2012_Bardwell_1","5","all_countyloc"
2013,"Bardwell_2","Ellis_TX","TX",32.269,-96.6961,17,8,0.522,"FALSE",-27.38854262,0.4856929,-0.00167046,226.595,0.5186,15.0139,-0.0466,0.0016,224.7149,"linear","gauss","gaussian",1.8801,2,"2013_Bardwell_2","5","all_countyloc"
2001,"Hazelton_2","Emmons_ND","ND",46.4847,-100.2796,49,10,0.0195,"FALSE",-14.87795936,0.19631075,-0.00042857,684.5754,0.0191,5.9542,0.0073,0.3437,682.5973,"linear","gauss","gaussian",1.97809999999993,2,"2001_Hazelton_2","4","all_countyloc"
1997,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,99,12,0.052,"FALSE",-141.22483293,1.40198817,-0.00329812,1350.3712,0.009,8.6029,-0.004,0.3565,1352.7628,"gaussian","gauss","gaussian",-2.39159999999993,2,"1997_Carrington_REC","3","all_countyloc"
1998,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,109,11,0.0468,"FALSE",-94.25788331,0.94011786,-0.0021659,1460.9956,0.023,9.0059,-0.0058,0.1182,1461.6836,"gaussian","gauss","gaussian",-0.688000000000102,2,"1998_Carrington_REC","3","all_countyloc"
1999,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,110,18,0.0525,"FALSE",-58.83419752,0.60389526,-0.0013675,1498.6627,0.0092,7.1973,0.0028,0.3265,1501.5748,"gaussian","gauss","gaussian",-2.91210000000001,2,"1999_Carrington_REC","3","all_countyloc"
2000,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,90,12,0.0786,"FALSE",-197.74657945,1.83437978,-0.00409457,1221.4071,0.0012,8.019,-0.0015,0.7545,1226.6714,"gaussian","gauss","gaussian",-5.26430000000005,2,"2000_Carrington_REC","4","all_countyloc"
2001,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,103,14,0.3293,"FALSE",-43.1197351,0.41932834,-0.0008587,1474.9886,0.3277,-0.7665,0.0379,0,1473.2448,"linear","gauss","gaussian",1.74379999999996,2,"2001_Carrington_REC","4","all_countyloc"
2002,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,103,11,0.0449,"TRUE",108.01748649,-0.90468768,0.00203825,1457.9623,0.0368,10.1769,-0.0115,0.0503,1456.829,"linear","exclude","gaussian",1.13329999999996,2,"2002_Carrington_REC","4","all_countyloc"
2003,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,71,9,0.0084,"TRUE",129.78657233,-1.10775893,0.00251148,985.2853,2e-04,7.8514,-9e-04,0.8989,983.8698,"linear","exclude","gaussian",1.41549999999995,2,"2003_Carrington_REC","4","all_countyloc"
2004,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,80,14,0.1353,"FALSE",-44.55480846,0.47567391,-0.00108735,1090.5925,0.1283,11.2926,-0.0172,0.0012,1089.2335,"linear","gauss","gaussian",1.35899999999992,2,"2004_Carrington_REC","4","all_countyloc"
2005,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,105,10,6e-04,"FALSE",-2.06957371,0.08881402,-0.00020257,1486.8258,5e-04,7.351,0.0014,0.8184,1484.8316,"linear","gauss","gaussian",1.99420000000009,2,"2005_Carrington_REC","4","all_countyloc"
2006,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,107,13,0.064,"FALSE",-94.91234847,0.97572177,-0.00231724,1538.1962,0.043,5.4543,0.0111,0.0346,1538.5678,"gaussian","gauss","gaussian",-0.371599999999944,2,"2006_Carrington_REC","4","all_countyloc"
2009,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,73,9,0.0952,"FALSE",-1018.25479074,9.08933548,-0.02014213,1063.261,0.0364,14.0318,-0.0307,0.1257,1065.8554,"gaussian","gauss","gaussian",-2.59439999999995,2,"2009_Carrington_REC","4","all_countyloc"
2010,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,76,9,0.1738,"FALSE",-1259.93702799,11.99625492,-0.02839546,1091.6056,0.0855,17.58,-0.05,0.015,1097.3235,"gaussian","gauss","gaussian",-5.71789999999987,2,"2010_Carrington_REC","5","all_countyloc"
2012,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,56,13,0.122,"FALSE",-54.00764709,0.57246137,-0.00132706,794.2213,0.116,11.789,-0.0186,0.0099,792.6064,"linear","gauss","gaussian",1.61490000000003,2,"2012_Carrington_REC","5","all_countyloc"
2013,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,46,10,0.0396,"FALSE",-48.50635902,0.48180713,-0.00103746,625.8539,0.0382,4.2892,0.0137,0.1986,623.9198,"linear","gauss","gaussian",1.93409999999994,2,"2013_Carrington_REC","5","all_countyloc"
2014,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,35,10,0.0274,"FALSE",-138.89876991,1.31198565,-0.00293562,488.5508,0.0074,8.6329,-0.0043,0.6245,487.2631,"linear","gauss","gaussian",1.28769999999997,2,"2014_Carrington_REC","5","all_countyloc"
2015,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,48,9,0.0086,"FALSE",-102.83707469,0.99567076,-0.00224738,688.7182,0.0058,5.9698,0.0066,0.6091,686.8532,"linear","gauss","gaussian",1.86500000000001,2,"2015_Carrington_REC","5","all_countyloc"
2016,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,41,16,0.3005,"FALSE",-73.45979769,0.71979584,-0.00159883,560.2768,0.2859,0.2611,0.0331,8e-04,559.1284,"linear","gauss","gaussian",1.14839999999992,2,"2016_Carrington_REC","5","all_countyloc"
2017,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,54,15,0.0023,"FALSE",-20.39371414,0.25883335,-0.00059707,784.4183,8e-04,7.2992,0.0016,0.8437,782.4992,"linear","gauss","gaussian",1.91910000000007,2,"2017_Carrington_REC","5","all_countyloc"
2018,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,51,16,0.2981,"FALSE",-276.05818351,2.62369642,-0.00607274,670.8849,0.0212,5.5348,0.008,0.3614,685.8423,"gaussian","gauss","gaussian",-14.9574,2,"2018_Carrington_REC","5","all_countyloc"
2020,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,45,16,0.0161,"FALSE",2.83086696,0.04971904,-0.00013088,626.2523,0.0159,8.8703,-0.0065,0.4034,624.2619,"linear","gauss","gaussian",1.99040000000002,2,"2020_Carrington_REC","6","all_countyloc"
2021,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,48,12,0.286,"FALSE",-48.75767715,0.48231761,-0.00103749,623.4453,0.2846,-1.77,0.0407,2e-04,621.5375,"linear","gauss","gaussian",1.90779999999995,2,"2021_Carrington_REC","6","all_countyloc"
2022,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,42,10,0.0929,"TRUE",235.17976616,-2.07581378,0.00473292,613.0956,0.0755,2.1542,0.0246,0.0759,611.8912,"linear","exclude","gaussian",1.20439999999996,2,"2022_Carrington_REC","6","all_countyloc"
2007,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,94,15,0.0463,"FALSE",-93.16671743,0.92089815,-0.00209871,1361.2077,0.0109,6.8515,0.0045,0.3254,1362.6346,"gaussian","gauss","gaussian",-1.42690000000016,2,"2007_Carrington_REC","4","all_countyloc"
2008,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,86,16,0.1742,"FALSE",-125.91112509,1.18697132,-0.00263875,1169.3025,0.1058,4.4636,0.0138,0.0029,1174.1432,"gaussian","gauss","gaussian",-4.84069999999997,2,"2008_Carrington_REC","4","all_countyloc"
1978,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,26,11,0.0454,"TRUE",88.21175355,-0.78120219,0.00187777,322.7525,0.0243,8.3657,-0.0067,0.4448,321.3188,"linear","exclude","gaussian",1.43369999999999,2,"1978_Carrington_REC","1","all_countyloc"
1982,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,64,15,0.0316,"FALSE",-12.13834387,0.1728408,-0.0003787,870.2661,0.0305,5.5967,0.0089,0.1675,868.3378,"linear","gauss","gaussian",1.92830000000004,2,"1982_Carrington_REC","2","all_countyloc"
1991,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,72,12,0.0129,"TRUE",40.74627321,-0.31574831,0.00075169,1015.4081,0.0108,6.5001,0.0052,0.3846,1013.5629,"linear","exclude","gaussian",1.84519999999998,2,"1991_Carrington_REC","3","all_countyloc"
1993,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,98,12,0.0664,"FALSE",-191.51466601,1.74682817,-0.00383172,1331.246,0.012,8.6982,-0.005,0.2897,1334.7926,"gaussian","gauss","gaussian",-3.5465999999999,2,"1993_Carrington_REC","3","all_countyloc"
1994,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,98,14,0.141,"FALSE",-103.71110571,1.02256774,-0.00234748,1340.0048,0.1046,4.6669,0.0137,0.0015,1342.0711,"gaussian","gauss","gaussian",-2.06629999999996,2,"1994_Carrington_REC","3","all_countyloc"
2023,"Carrington_REC","Foster_ND","ND",47.5156,-99.1215,47,6,0.0074,"FALSE",-438.05563532,4.128517,-0.0095558,735.5918,0.0013,6.4124,0.0067,0.8116,733.8775,"linear","gauss","gaussian",1.71429999999998,2,"2023_Carrington_REC","6","all_countyloc"
1998,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,37,14,0.0096,"FALSE",-58.49411071,0.63229819,-0.00151038,540.0983,4e-04,7.8864,-0.001,0.912,538.4412,"linear","gauss","gaussian",1.65710000000001,2,"1998_Tribune_SREC","3","all_countyloc"
1999,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,41,10,0.0742,"FALSE",-222.79482905,2.18258147,-0.0051647,611.6406,0.0446,11.385,-0.017,0.2004,610.9294,"linear","gauss","gaussian",0.711199999999963,2,"1999_Tribune_SREC","3","all_countyloc"
2001,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,31,9,0.2161,"TRUE",393.17627189,-3.7775809,0.00918227,324.1759,0.2047,20.321,-0.0767,0.0096,322.6245,"linear","linear","gaussian",1.5514,2,"2001_Tribune_SREC","4","all_countyloc"
2002,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,26,7,0.4276,"TRUE",559.05436658,-5.40468785,0.01322399,339.2602,0.391,-8.4846,0.0746,6e-04,338.8696,"linear","linear","gaussian",0.390600000000006,2,"2002_Tribune_SREC","4","all_countyloc"
2004,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,22,8,0.0808,"FALSE",-91.53056344,0.96222189,-0.00234318,305.9903,0.0791,0.1285,0.0353,0.2085,304.0326,"linear","gauss","gaussian",1.95769999999999,2,"2004_Tribune_SREC","4","all_countyloc"
1994,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,33,13,0.3481,"FALSE",-423.80877598,4.02439739,-0.00939703,445.7308,0.1917,-0.9073,0.0368,0.0093,450.827,"gaussian","gauss","gaussian",-5.09620000000001,2,"1994_Tribune_SREC","3","all_countyloc"
1996,"Greeley_Val_Reiss","Greeley_KS","KS",38.8667,-101.9643,36,11,0.0236,"FALSE",-55.80261481,0.56897304,-0.00129208,468.1608,0.0211,4.4563,0.0109,0.3986,466.2527,"linear","gauss","gaussian",1.90809999999999,2,"1996_Greeley_Val_Reiss","3","all_countyloc"
2003,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,17,8,0.051,"TRUE",390.18562526,-3.38309503,0.0074679,226.8182,5e-04,6.6306,0.0019,0.9291,225.6992,"linear","exclude","gaussian",1.119,2,"2003_Tribune_SREC","4","all_countyloc"
2005,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,30,8,0.0195,"TRUE",326.93584205,-2.97817622,0.00694665,451.7472,3e-04,7.3916,0.0017,0.9288,450.329,"linear","exclude","gaussian",1.41820000000001,2,"2005_Tribune_SREC","4","all_countyloc"
2007,"Tribune_SREC","Greeley_KS","KS",38.4721,-101.7724,38,7,0.0513,"FALSE",-590.80212365,5.33291357,-0.01189483,501.7526,0.003,5.6976,0.0054,0.7504,501.6419,"linear","gauss","gaussian",0.110699999999952,2,"2007_Tribune_SREC","4","all_countyloc"
1999,"Miller_1","Hand_SD","SD",44.5183,-98.9884,69,13,0.0258,"TRUE",53.12744672,-0.43630691,0.00104912,994.5924,0.0218,6.2502,0.0073,0.226,992.873,"linear","exclude","gaussian",1.71939999999995,2,"1999_Miller_1","3","all_countyloc"
2001,"Miller_2","Hand_SD","SD",44.5183,-98.9884,46,9,0.0673,"FALSE",-136.3638768,1.29690898,-0.00291424,638.1748,0.0482,5.6443,0.0102,0.1419,637.1068,"linear","gauss","gaussian",1.06799999999998,2,"2001_Miller_2","4","all_countyloc"
2003,"St_Lawrence_1","Hand_SD","SD",44.5178,-98.9379,51,8,0.0098,"FALSE",-22.64757084,0.27001973,-0.00060355,691.3674,0.0093,6.4071,0.0052,0.5013,689.3921,"linear","gauss","gaussian",1.97529999999995,2,"2003_St_Lawrence_1","4","all_countyloc"
2007,"St_Lawrence_Bertsch_2","Hand_SD","SD",44.5178,-98.9379,84,12,0.264,"FALSE",-98.76665055,0.92708294,-0.00201383,1240.6418,0.2613,-4.4121,0.0552,0,1238.9499,"linear","gauss","gaussian",1.69190000000003,2,"2007_St_Lawrence_Bertsch_2","4","all_countyloc"
2000,"Hesston_HVEF","Harvey_KS","KS",38.1324,-97.4417,8,7,0.0232,"FALSE",-38.40087054,0.435894,-0.00103625,109.5372,0.0209,6.0674,0.0065,0.7347,107.5563,"linear","gauss","gaussian",1.98090000000001,2,"2000_Hesston_HVEF","4","all_countyloc"
2001,"Hesston_HVEF","Harvey_KS","KS",38.1324,-97.4417,12,7,0.4331,"TRUE",592.55327389,-6.20846449,0.01645795,151.5653,0.0741,4.4911,0.014,0.3751,155.4535,"gaussian","exclude","gaussian",-3.88819999999998,2,"2001_Hesston_HVEF","4","all_countyloc"
2004,"Hesston_HVEF","Harvey_KS","KS",38.1324,-97.4417,7,5,0.3355,"FALSE",-1574.87213388,13.48793964,-0.0287396,109.508,0.2971,-14.3741,0.094,0.2303,107.9003,"linear","gauss","gaussian",1.60769999999999,2,"2004_Hesston_HVEF","4","all_countyloc"
2003,"Hesston_HVEF","Harvey_KS","KS",38.1324,-97.4417,7,5,0.4919,"TRUE",1458.27203769,-13.22886499,0.03014104,96.588,0.4398,-12.5821,0.0881,0.1088,95.2714,"linear","exclude","gaussian",1.31659999999999,2,"2003_Hesston_HVEF","4","all_countyloc"
2005,"Hesston_HVEF","Harvey_KS","KS",38.1324,-97.4417,9,5,0.2661,"FALSE",-846.47639678,7.55977873,-0.01672872,132.4346,0.2355,-5.6662,0.0588,0.1999,130.8025,"linear","gauss","gaussian",1.63209999999998,2,"2005_Hesston_HVEF","4","all_countyloc"
2006,"Hesston_HVEF","Harvey_KS","KS",38.1324,-97.4417,10,6,0.1593,"TRUE",1348.13465758,-11.63432229,0.02524026,148.3635,0.0115,5.0039,0.0109,0.761,147.983,"linear","exclude","gaussian",0.380499999999984,2,"2006_Hesston_HVEF","4","all_countyloc"
2009,"Parsons_SARC","Labette_KS","KS",37.3497,-95.2841,16,7,0.2508,"FALSE",-1687.97967027,14.5176758,-0.03107658,234.4573,0.0696,0.3967,0.0302,0.3415,235.9235,"gaussian","gauss","gaussian",-1.46619999999999,2,"2009_Parsons_SARC","4","all_countyloc"
2010,"Parsons_SARC","Labette_KS","KS",37.3497,-95.2841,14,6,0.0714,"FALSE",-714.14053767,6.31168982,-0.01381177,182.9986,0.0085,4.867,0.0089,0.7572,181.917,"linear","gauss","gaussian",1.08160000000001,2,"2010_Parsons_SARC","5","all_countyloc"
2013,"Parsons_SARC","Labette_KS","KS",37.3497,-95.2841,14,6,0.36,"FALSE",-2553.38219732,22.0846651,-0.0476314,184.1556,0.1883,-10.9818,0.0753,0.1603,185.4833,"gaussian","gauss","gaussian",-1.32770000000002,2,"2013_Parsons_SARC","5","all_countyloc"
2020,"Parsons_SARC","Labette_KS","KS",37.3497,-95.2841,9,5,0.0651,"FALSE",-1702.15270947,13.95307546,-0.02847346,133.619,7e-04,6.2317,0.0039,0.946,132.2183,"linear","gauss","gaussian",1.4007,2,"2020_Parsons_SARC","6","all_countyloc"
2016,"Parsons_SARC","Labette_KS","KS",37.3497,-95.2841,10,8,0.1976,"TRUE",649.72046411,-5.08612319,0.0100561,141.7923,0.1632,18.0009,-0.045,0.2277,140.2122,"linear","exclude","gaussian",1.58010000000002,2,"2016_Parsons_SARC","5","all_countyloc"
1993,"Laramie_Butler","Laramie_WY","WY",41.0462,-104.3627,16,10,0.1257,"TRUE",165.25749255,-1.39470643,0.00306476,187.2043,0.0799,3.8978,0.0118,0.2826,186.0208,"linear","exclude","gaussian",1.18349999999998,2,"1993_Laramie_Butler","3","all_countyloc"
2011,"Presho_2","Lyman_SD","SD",43.9097,-100.0587,60,7,0.0364,"FALSE",-522.93883792,4.41907988,-0.00920237,818.7496,0.0018,6.7322,0.0035,0.7479,818.8659,"gaussian","gauss","gaussian",-0.116300000000024,2,"2011_Presho_2","5","all_countyloc"
1985,"Karlsruhe_4","McHenry_ND","ND",48.09,-100.6204,6,5,0.0428,"FALSE",-177.44706837,1.73616768,-0.00407314,75.0585,0.0031,7.2275,0.0015,0.9169,73.3025,"linear","gauss","gaussian",1.756,2,"1985_Karlsruhe_4","2","all_countyloc"
2009,"Yellow_Jacket_SCRC","Montezuma_CO","CO",37.5436,-108.7399,18,10,0.1204,"FALSE",-366.02886466,3.37326298,-0.00762479,240.5199,0.0068,8.1847,-0.0053,0.7524,240.7056,"gaussian","gauss","gaussian",-0.185699999999997,2,"2009_Yellow_Jacket_SCRC","4","all_countyloc"
2011,"Corpus_Christi_2","Nueces_TX","TX",27.7635,-97.4033,11,16,0.4082,"FALSE",-31.67440187,0.59198783,-0.00223977,149.6594,0.2553,9.1878,-0.0134,0.1169,150.1876,"gaussian","gauss","gaussian",-0.528199999999998,2,"2011_Corpus_Christi_2","5","all_countyloc"
2016,"Grant_4","Perkins_NE","NE",40.842,-101.7251,13,10,0.029,"FALSE",-4.63305401,0.09102921,-0.00018171,168.828,0.029,4.4259,0.0099,0.5798,166.8288,"linear","gauss","linear",1.9992,2,"2016_Grant_4","5","all_countyloc"
2017,"Grant_5","Perkins_NE","NE",40.842,-101.7251,20,6,0.0382,"FALSE",-175.23687602,1.60649257,-0.00355069,233.026,0.0314,9.013,-0.0112,0.4548,231.1669,"linear","gauss","gaussian",1.85910000000001,2,"2017_Grant_5","5","all_countyloc"
1978,"Crookston_1","Polk_MN","MN",47.774,-96.6081,47,10,0.0396,"TRUE",51.02616926,-0.41454751,0.00099452,663.1646,0.0375,9.9605,-0.0103,0.1903,661.268,"linear","exclude","gaussian",1.89659999999992,2,"1978_Crookston_1","1","all_countyloc"
1996,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,20,7,0.3992,"FALSE",-443.02212546,3.72772054,-0.00772409,240.8179,0.3628,-2.3571,0.0377,0.0049,239.9931,"linear","gauss","gaussian",0.82480000000001,2,"1996_Hutchinson_SCKEF","3","all_countyloc"
1998,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,24,7,0.003,"TRUE",128.7726951,-1.04804836,0.00226203,334.0039,8e-04,7.968,-0.0025,0.8974,332.0578,"linear","exclude","gaussian",1.9461,2,"1998_Hutchinson_SCKEF","3","all_countyloc"
2003,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,17,7,0.1601,"TRUE",377.87241685,-3.53304584,0.00839477,202.1355,0.1318,-0.5174,0.0316,0.1501,200.6978,"linear","exclude","gaussian",1.43770000000001,2,"2003_Hutchinson_SCKEF","4","all_countyloc"
2007,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,12,5,0.2142,"TRUE",613.93344143,-5.55558502,0.01268383,137.4135,0.2047,22.2492,-0.0765,0.1314,135.5574,"linear","exclude","gaussian",1.8561,2,"2007_Hutchinson_SCKEF","4","all_countyloc"
2009,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,26,6,0.0218,"FALSE",-806.59221579,7.68575355,-0.01814171,394.8127,0.0104,11.7414,-0.0205,0.63,393.1131,"linear","gauss","gaussian",1.69960000000003,2,"2009_Hutchinson_SCKEF","4","all_countyloc"
1999,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,28,9,0.0917,"FALSE",-233.15389571,2.32629281,-0.00562459,395.505,0.0651,11.6297,-0.0206,0.2016,394.3127,"linear","gauss","gaussian",1.19229999999999,2,"1999_Hutchinson_SCKEF","3","all_countyloc"
2000,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,20,8,0.4608,"FALSE",-666.25303443,6.80771363,-0.01719549,291.0654,0.3934,22.3548,-0.0747,0.0046,291.4215,"gaussian","gauss","gaussian",-0.356099999999969,2,"2000_Hutchinson_SCKEF","4","all_countyloc"
2001,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,16,6,0.0484,"TRUE",318.94068188,-3.32241864,0.00882873,203.1022,0.0413,9.7542,-0.0178,0.4511,201.2212,"linear","exclude","gaussian",1.881,2,"2001_Hutchinson_SCKEF","4","all_countyloc"
2002,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,18,5,0.0646,"TRUE",1340.07699698,-13.06327414,0.03197582,209.6821,7e-04,5.1059,0.004,0.9129,208.8703,"linear","exclude","gaussian",0.811800000000005,2,"2002_Hutchinson_SCKEF","4","all_countyloc"
2004,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,11,6,0.0027,"TRUE",113.16914173,-1.03737275,0.00254998,156.9099,0,7.6458,1e-04,0.9963,154.94,"linear","exclude","gaussian",1.9699,2,"2004_Hutchinson_SCKEF","4","all_countyloc"
2010,"Hutchinson_SCKEF","Reno_KS","KS",37.9302,-98.0273,20,6,0.0207,"TRUE",166.50194638,-1.559727,0.00380739,286.5634,0.0196,1.1952,0.027,0.549,284.5868,"linear","exclude","gaussian",1.97660000000002,2,"2010_Hutchinson_SCKEF","5","all_countyloc"
1987,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,32,9,0.1402,"TRUE",20.87783956,-0.12864077,0.00029887,420.2487,0.14,2.5062,0.0196,0.0316,418.2582,"linear","linear","gaussian",1.9905,2,"1987_Belleville_NCKEF","2","all_countyloc"
